,Unnamed: 0,userID,movieID,rating,time
37286,37286,255,586,5,976681007
37287,37287,255,587,5,976680631
37288,37288,255,589,4,976683033
37289,37289,255,1,4,976683184
37290,37290,255,3005,4,976678820
37291,37291,255,1401,4,976680656
37292,37292,255,1262,5,976680775
37293,37293,255,1263,4,976679692
37294,37294,255,2139,4,976682510
37295,37295,255,1265,5,976680806
37296,37296,255,1266,4,976683320
37297,37297,255,733,4,976682357
37298,37298,255,1194,4,976683335
37299,37299,255,1196,4,976680030
37300,37300,255,590,4,976679560
37301,37301,255,1198,4,976682202
37302,37302,255,593,4,976678475
37303,37303,255,1270,4,976683692
37304,37304,255,1271,5,976680523
37306,37306,255,1272,5,976681951
37307,37307,255,1346,4,976679073
37308,37308,255,1275,4,976680958
37309,37309,255,1276,4,976679303
37310,37310,255,3020,4,976680202
37311,37311,255,1358,4,976682693
37312,37312,255,3100,4,976682338
37313,37313,255,3033,4,976682785
37314,37314,255,832,4,976682221
37315,37315,255,1293,5,976680581
37316,37316,255,837,4,976681425
37317,37317,255,1442,4,976682102
37318,37318,255,1370,4,976679778
37319,37319,255,1374,4,976683712
37321,37321,255,1378,4,976683568
37322,37322,255,1379,4,976683580
37323,37323,255,849,4,976680128
37324,37324,255,1527,5,976680320
37325,37325,255,923,4,976679167
37326,37326,255,924,4,976683692
37327,37327,255,1385,4,976683300
37328,37328,255,780,4,976681194
37330,37330,255,786,4,976680110
37331,37331,255,2401,4,976681902
37332,37332,255,2403,5,976680363
37333,37333,255,2407,4,976679234
37334,37334,255,1391,4,976681398
37335,37335,255,2268,4,976680290
37336,37336,255,1394,4,976682202
37337,37337,255,799,5,976680523
37338,37338,255,3147,4,976680789
37339,37339,255,3074,5,976681276
37340,37340,255,1544,4,976683891
37341,37341,255,2423,5,976679151
37342,37342,255,2353,5,976680110
37344,37344,255,1625,5,976680581
37346,37346,255,2359,4,976683407
37347,37347,255,953,5,976681239
37348,37348,255,2502,5,976678779
37349,37349,255,2431,4,976681925
37350,37350,255,1633,4,976683285
37351,37351,255,3098,5,976681662
37352,37352,255,2513,4,976681975
37353,37353,255,1641,4,976680549
37354,37354,255,2371,4,976680400
37355,37355,255,3247,4,976682633
37356,37356,255,3175,5,976680581
37357,37357,255,2375,5,976681532
37358,37358,255,2377,4,976683825
37359,37359,255,1721,4,976683131
37360,37360,255,2451,4,976680601
37361,37361,255,3256,4,976681951
37363,37363,255,2528,4,976683813
37364,37364,255,2455,5,976680429
37365,37365,255,1726,4,976682084
37366,37366,255,1653,4,976680601
37367,37367,255,1580,4,976681459
37368,37368,255,110,5,976678870
37370,37370,255,2456,4,976680429
37371,37371,255,2385,4,976681007
37372,37372,255,1584,5,976683739
37373,37373,255,2605,4,976680110
37374,37374,255,3263,4,976683485
37375,37375,255,1732,4,976678658
37377,37377,255,1591,4,976683930
37378,37378,255,3197,4,976682102
37380,37380,255,3418,4,976683045
37381,37381,255,2470,4,976679442
37382,37382,255,2617,4,976681588
37383,37383,255,1672,4,976682202
37384,37384,255,2476,4,976680899
37385,37385,255,1747,4,976683390
37387,37387,255,1748,4,976679578
37393,37393,255,2700,4,976682767
37394,37394,255,3360,5,976681029
37395,37395,255,3508,4,976681862
37396,37396,255,2490,4,976681951
37397,37397,255,3441,4,976682246
37399,37399,255,2716,4,976680656
37400,37400,255,2717,4,976680656
37401,37401,255,2571,5,976681425
37402,37402,255,303,4,976682173
37403,37403,255,231,4,976679923
37405,37405,255,1779,4,976682804
37407,37407,255,1920,4,976682710
37408,37408,255,2723,4,976681621
37409,37409,255,1921,4,976682003
37410,37410,255,3527,4,976682084
37411,37411,255,2580,4,976680692
37412,37412,255,2728,4,976682785
37413,37413,255,316,4,976682855
37414,37414,255,318,4,976682564
37416,37416,255,2804,4,976679151
37417,37417,255,2808,4,976683320
37418,37418,255,1799,4,976682940
37419,37419,255,3471,4,976679218
37420,37420,255,3476,4,976681251
37421,37421,255,405,4,976680958
37422,37422,255,333,4,976683159
37423,37423,255,260,5,976682855
37424,37424,255,196,4,976682804
37425,37425,255,3552,4,976679021
37426,37426,255,1883,4,976678992
37427,37427,255,1957,4,976679110
37429,37429,255,21,4,976680631
37430,37430,255,24,4,976682084
37431,37431,255,3702,4,976683772
37432,37432,255,3703,4,976683739
37433,37433,255,3704,4,976683813
37434,37434,255,1020,4,976679303
37435,37435,255,3708,4,976680363
37436,37436,255,2762,5,976682633
37437,37437,255,1961,4,976682202
37440,37440,255,350,4,976679204
37441,37441,255,353,4,976679459
37442,37442,255,2699,4,976683797
37443,37443,255,32,4,976683261
37444,37444,255,356,5,976680470
37445,37445,255,2840,4,976682881
37446,37446,255,1101,4,976683159
37447,37447,255,2841,4,976682901
37448,37448,255,2916,4,976683172
37449,37449,255,2844,4,976681506
37450,37450,255,2918,5,976680290
37451,37451,255,1036,5,976679778
37452,37452,255,3578,4,976680674
37453,37453,255,1037,4,976683904
37454,37454,255,431,4,976679049
37455,37455,255,434,4,976679204
37456,37456,255,508,4,976682003
37457,37457,255,435,4,976679286
37458,37458,255,438,4,976679339
37459,37459,255,47,4,976682525
37460,37460,255,2921,4,976680958
37461,37461,255,514,4,976682275
37462,37462,255,377,4,976682804
37463,37463,255,379,4,976683119
37464,37464,255,1124,4,976681808
37465,37465,255,2866,4,976678968
37466,37466,255,1127,4,976683739
37468,37468,255,2797,5,976678632
37469,37469,255,527,5,976682488
37470,37470,255,454,5,976680363
37472,37472,255,383,4,976683558
37473,37473,255,457,4,976680549
37475,37475,255,1200,4,976683692
37476,37476,255,2003,4,976680806
37477,37477,255,2005,4,976680746
37478,37478,255,1130,5,976681081
37479,37479,255,2944,4,976679791
37482,37482,255,608,4,976680228
37483,37483,255,464,4,976680863
37485,37485,255,2011,4,976683754
37486,37486,255,1210,4,976683712
37487,37487,255,3753,4,976681951
37488,37488,255,2951,4,976680379
37489,37489,255,3681,4,976680455
37490,37490,255,2953,4,976681007
37491,37491,255,1214,4,976683617
37492,37492,255,2959,5,976680320
37493,37493,255,541,4,976683692
37494,37494,255,3831,4,976682472
37495,37495,255,2021,4,976679923
37496,37496,255,3763,4,976680178
37497,37497,255,1222,4,976680549
37498,37498,255,1225,5,976683634
37500,37500,255,2028,4,976682462
37502,37502,255,2968,4,976683119
37503,37503,255,3698,4,976682420
37504,37504,255,3699,4,976682855
37505,37505,255,480,5,976683772
37506,37506,255,1302,5,976680290
37507,37507,255,2105,4,976683216
37508,37508,255,1304,5,976679005
37509,37509,255,1234,4,976682901
37510,37510,255,1090,4,976682028
37511,37511,255,1094,4,976679501
37512,37512,255,1097,4,976679969
37514,37514,255,1240,5,976683033
37515,37515,255,1242,5,976680692
37516,37516,255,2118,4,976679655
37517,37517,255,2046,4,976680400
37518,37518,255,2985,4,976682357
37519,37519,255,1246,5,976679655
37520,37520,255,2986,4,976682357
37521,37521,256,1179,5,976677452
37523,37523,256,2991,4,976677750
37524,37524,256,1252,5,976677405
37526,37526,256,589,5,976677627
37527,37527,256,1408,5,976677650
37528,37528,256,1196,5,976677545
37530,37530,256,1198,5,976677545
37532,37532,256,1344,4,976677452
37533,37533,256,748,4,976678020
37534,37534,256,3020,4,976677271
37535,37535,256,1284,5,976677405
37537,37537,256,3107,4,976677884
37540,37540,256,1371,4,976678407
37544,37544,256,858,5,976677508
37545,37545,256,2406,4,976677772
37549,37549,256,2347,4,976678073
37550,37550,256,3153,5,976677695
37553,37553,256,969,5,976677590
37554,37554,256,3178,4,976677726
37555,37555,256,110,5,976677627
37556,37556,256,2529,5,976677627
37558,37558,256,3405,4,976677562
37559,37559,256,3334,5,976677452
37560,37560,256,3267,5,976677590
37562,37562,256,3418,5,976677650
37563,37563,256,2476,4,976678097
37565,37565,256,2628,4,976678204
37568,37568,256,3435,5,976677405
37569,37569,256,3364,5,976677452
37570,37570,256,3296,5,976677298
37572,37572,256,2571,4,976677590
37573,37573,256,164,5,976677473
37577,37577,256,16,5,976677298
37578,37578,256,1953,5,976677545
37579,37579,256,1954,4,976677695
37580,37580,256,3703,5,976677509
37582,37582,256,288,5,976678204
37583,37583,256,1101,5,976677937
37585,37585,256,3578,5,976677672
37586,37586,256,42,4,976677996
37588,37588,256,3654,5,976677627
37590,37590,256,376,4,976678139
37594,37594,256,2000,4,976677695
37597,37597,256,1210,4,976677248
37599,37599,256,541,5,976677425
37601,37601,256,474,4,976677672
37603,37603,256,1221,5,976677545
37604,37604,256,3763,5,976677726
37605,37605,256,2028,5,976677298
37608,37608,256,95,4,976678269
37609,37609,256,2105,4,976678430
37610,37610,256,1304,5,976677545
37611,37611,256,1233,5,976677508
37613,37613,256,2115,4,976678158
37614,37614,256,1240,5,976677562
37615,37615,256,2985,5,976677750
37617,37617,257,589,4,976673018
37619,37619,257,1408,5,976673329
37620,37620,257,590,5,976673242
37621,37621,257,593,5,976672958
37622,37622,257,1343,5,976673078
37623,37623,257,1358,5,976673018
37624,37624,257,1517,5,976673514
37625,37625,257,2321,4,976673500
37627,37627,257,3147,5,976673038
37628,37628,257,2355,5,976673482
37629,37629,257,1641,5,976673461
37630,37630,257,3176,4,976673284
37631,37631,257,104,5,976673500
37633,37633,257,1653,5,976672760
37635,37635,257,110,5,976673329
37636,37636,257,1586,5,976673366
37638,37638,257,2396,5,976673414
37639,37639,257,2628,4,976672864
37640,37640,257,151,5,976673344
37641,37641,257,2571,5,976672993
37642,37642,257,1777,5,976673500
37645,37645,257,3476,5,976673114
37646,37646,257,266,5,976673356
37647,37647,257,24,5,976672864
37648,37648,257,2762,5,976672993
37649,37649,257,2763,5,976673102
37650,37650,257,3499,5,976673209
37651,37651,257,280,5,976673127
37652,37652,257,32,5,976672738
37653,37653,257,356,4,976672309
37654,37654,257,2841,5,976673090
37655,37655,257,293,5,976673018
37656,37656,257,47,5,976673018
37657,37657,257,2858,5,976673399
37659,37659,257,527,5,976673329
37660,37660,257,457,5,976673038
37661,37661,257,608,5,976672993
37662,37662,257,474,5,976673038
37663,37663,257,2028,5,976673329
37664,37664,257,3697,4,976672905
37665,37665,257,480,5,976672738
37666,37666,257,1092,5,976673145
37667,37667,257,1097,4,976672244
37668,37668,257,2046,5,976672760
37673,37673,258,589,4,976671751
37674,37674,258,1,5,976671645
37676,37676,258,3006,4,976671835
37678,37678,258,1196,5,976671359
37679,37679,258,736,5,976672390
37680,37680,258,1198,5,976672924
37681,37681,258,593,5,976672793
37683,37683,258,1356,4,976671889
37685,37685,258,1287,5,976672924
37688,37688,258,3107,5,976672390
37689,37689,258,1291,5,976672941
37691,37691,258,1517,4,976672406
37692,37692,258,1372,4,976672052
37693,37693,258,3120,4,976672528
37694,37694,258,2324,5,976672064
37696,37696,258,780,4,976672086
37697,37697,258,2334,4,976672578
37698,37698,258,2336,4,976671751
37699,37699,258,1608,5,976672237
37700,37700,258,930,4,976672821
37701,37701,258,1396,5,976672506
37702,37702,258,866,4,976672807
37703,37703,258,1610,5,976671676
37704,37704,258,1614,4,976672519
37705,37705,258,3147,4,976672821
37706,37706,258,3148,4,976671824
37709,37709,258,2353,4,976672355
37710,37710,258,1625,4,976671854
37711,37711,258,2501,4,976671789
37714,37714,258,1711,4,976672587
37717,37717,258,3179,5,976672114
37719,37719,258,1721,5,976671769
37720,37720,258,3253,5,976672220
37721,37721,258,3256,5,976672833
37722,37722,258,1580,4,976672331
37723,37723,258,110,5,976672956
37724,37724,258,3259,5,976671916
37726,37726,258,1589,4,976672440
37727,37727,258,3408,4,976671380
37731,37731,258,3198,5,976672994
37732,37732,258,2396,5,976671769
37735,37735,258,3418,4,976671996
37736,37736,258,1673,5,976672220
37738,37738,258,1674,4,976672833
37739,37739,258,1682,5,976672102
37740,37740,258,3505,5,976672845
37741,37741,258,2706,5,976672374
37745,37745,258,225,4,976672601
37747,37747,258,2571,4,976671889
37749,37749,258,161,5,976671709
37752,37752,258,316,5,976672261
37753,37753,258,318,5,976671588
37754,37754,258,246,5,976671588
37756,37756,258,1797,5,976671769
37757,37757,258,329,4,976672194
37759,37759,258,10,4,976672086
37761,37761,258,260,5,976672924
37762,37762,258,11,5,976671824
37764,37764,258,2822,4,976672535
37765,37765,258,3555,5,976671458
37766,37766,258,1954,5,976672966
37767,37767,258,2686,5,976671808
37770,37770,258,349,4,976671967
37771,37771,258,2763,5,976672578
37773,37773,258,1892,4,976672390
37775,37775,258,1968,5,976671393
37778,37778,258,34,4,976671729
37781,37781,258,500,4,976672237
37782,37782,258,1036,4,976672956
37783,37783,258,3578,5,976671458
37785,37785,258,292,4,976672461
37786,37786,258,45,4,976672220
37788,37788,258,2858,5,976672052
37789,37789,258,1049,4,976672275
37793,37793,258,527,5,976671601
37794,37794,258,454,4,976672875
37797,37797,258,457,5,976672807
37800,37800,258,3751,4,976671458
37801,37801,258,1210,5,976672941
37802,37802,258,3753,5,976671458
37806,37806,258,474,4,976671808
37807,37807,258,2025,4,976672086
37808,37808,258,2028,5,976671625
37809,37809,258,480,5,976671789
37812,37812,258,1240,4,976672821
37813,37813,258,1242,4,976672941
37814,37814,259,1252,5,979431055
37815,37815,259,2997,4,976670982
37816,37816,259,800,5,976670858
37817,37817,259,3948,4,984250185
37818,37818,259,1407,4,979431283
37819,37819,259,2065,5,979431497
37820,37820,259,1263,5,979431769
37821,37821,259,1265,4,976670954
37822,37822,259,1266,5,976671216
37823,37823,259,1193,5,979431769
37826,37826,259,593,5,976670777
37827,37827,259,1343,4,976671357
37828,37828,259,745,4,976670777
37830,37830,259,3897,4,985046687
37831,37831,259,1357,5,976671130
37832,37832,259,3105,5,976672835
37833,37833,259,3107,4,976672018
37834,37834,259,3108,4,976672524
37835,37835,259,912,5,976671855
37836,37836,259,1446,4,984250162
37837,37837,259,2321,4,976671343
37838,37838,259,3052,4,976672468
37839,37839,259,2324,5,976670998
37843,37843,259,858,5,979431685
37845,37845,259,2336,5,976671111
37846,37846,259,2268,4,984250096
37847,37847,259,1466,4,976671301
37848,37848,259,866,5,976672200
37850,37850,259,1617,4,976670579
37851,37851,259,3152,5,979431963
37852,37852,259,2427,4,976671912
37853,37853,259,2359,4,984250364
37854,37854,259,2289,4,976672397
37855,37855,259,953,4,984250162
37857,37857,259,1704,5,976672791
37858,37858,259,3163,4,976671343
37860,37860,259,892,4,976672509
37861,37861,259,1641,4,976672425
37863,37863,259,3176,4,976673011
37864,37864,259,1645,5,976673043
37865,37865,259,1573,4,976671981
37867,37867,259,3255,4,976672453
37868,37868,259,110,5,976671912
37869,37869,259,111,5,979431055
37870,37870,259,3408,4,983496297
37872,37872,259,1660,4,976672810
37873,37873,259,2396,5,976672358
37874,37874,259,3418,4,976671050
37877,37877,259,213,5,976672713
37878,37878,259,144,4,976672629
37879,37879,259,2700,4,976672438
37881,37881,259,1834,4,976671422
37882,37882,259,1690,4,976672126
37883,37883,259,1694,4,976671066
37885,37885,259,2571,4,983496326
37886,37886,259,300,4,976672938
37887,37887,259,2575,5,976671111
37888,37888,259,230,4,979431314
37889,37889,259,3450,4,976672643
37891,37891,259,3386,4,976672900
37892,37892,259,1784,4,984249917
37893,37893,259,316,4,976672069
37894,37894,259,318,5,976670742
37895,37895,259,253,4,976670616
37896,37896,259,2599,5,976671050
37897,37897,259,1797,4,976671409
37898,37898,259,3543,4,984250049
37899,37899,259,260,4,984250278
37900,37900,259,3624,4,979430798
37901,37901,259,3481,5,979430713
37903,37903,259,1883,4,983496266
37904,37904,259,2686,4,976670954
37905,37905,259,272,4,976671409
37906,37906,259,25,4,976670877
37907,37907,259,2908,5,976672759
37908,37908,259,2763,4,976672044
37909,37909,259,2692,5,976670858
37911,37911,259,32,5,976671066
37912,37912,259,357,4,976672468
37913,37913,259,39,4,976671269
37914,37914,259,288,4,976672140
37915,37915,259,2912,4,976671162
37918,37918,259,3578,4,979430761
37920,37920,259,45,4,976671381
37922,37922,259,296,5,976670777
37923,37923,259,2858,4,984249918
37925,37925,259,50,5,976670777
37926,37926,259,3735,5,979431989
37927,37927,259,1057,4,976671283
37928,37928,259,1997,5,979432072
37929,37929,259,529,5,976671012
37930,37930,259,1200,4,984249917
37931,37931,259,3746,4,984249997
37932,37932,259,1136,5,979432060
37933,37933,259,608,5,976672184
37936,37936,259,1213,5,976670825
37937,37937,259,1214,5,979431055
37938,37938,259,3686,4,984250097
37939,37939,259,541,4,979431989
37940,37940,259,1148,4,976672345
37941,37941,259,2020,4,984250048
37942,37942,259,2023,4,976672018
37943,37943,259,1221,5,976670560
37944,37944,259,1225,5,979431740
37945,37945,259,2028,4,976670904
37947,37947,259,1089,5,976672184
37948,37948,259,3916,4,987631254
37949,37949,259,2973,4,984250049
37950,37950,259,1090,4,979431916
37951,37951,259,1092,4,976673011
37952,37952,259,1242,5,979431826
37960,37960,260,3000,5,976670980
37961,37961,260,6,4,976671169
37962,37962,260,3948,4,976670440
37963,37963,260,1261,4,976671048
37964,37964,260,733,4,976671102
37965,37965,260,1196,5,976670759
37966,37966,260,1197,5,976670906
37968,37968,260,1198,5,976670759
37969,37969,260,592,4,976671169
37970,37970,260,1275,5,976671295
37973,37973,260,1429,4,976671772
37975,37975,260,3107,4,976671266
37977,37977,260,1291,5,976670873
37978,37978,260,2167,5,976671562
37981,37981,260,694,4,976672617
37985,37985,260,1378,4,976671485
37988,37988,260,2253,5,976672237
37989,37989,260,1527,4,976671410
37991,37991,260,1387,4,976670873
37992,37992,260,788,4,976670028
37993,37993,260,3208,5,976672104
37995,37995,260,2334,4,976671485
37996,37996,260,1608,4,976671410
37997,37997,260,2193,5,976671506
37999,37999,260,2194,5,976670980
38000,38000,260,1610,5,976670906
38001,38001,260,2273,4,976671825
38006,38006,260,1552,4,976671642
38008,38008,260,1704,5,976670028
38014,38014,260,1580,4,976671295
38015,38015,260,110,5,976670906
38017,38017,260,1587,4,976671454
38020,38020,260,1597,4,976671678
38033,38033,260,3444,4,976671908
38034,38034,260,2571,5,976670873
38035,38035,260,1917,4,976671886
38036,38036,260,1918,4,976671958
38038,38038,260,165,4,976671384
38041,38041,260,316,4,976671562
38044,38044,260,2808,4,976672593
38045,38045,260,2735,4,976671886
38046,38046,260,1792,4,976671678
38051,38051,260,1876,4,976671702
38053,38053,260,15,4,976671937
38055,38055,260,2826,4,976671772
38056,38056,260,21,5,976670980
38057,38057,260,349,4,976671102
38058,38058,260,3704,4,976671454
38062,38062,260,353,4,976671388
38063,38063,260,2699,4,976671772
38064,38064,260,288,4,976671364
38065,38065,260,1100,4,976671983
38066,38066,260,1101,4,976671364
38069,38069,260,1036,5,976670873
38072,38072,260,1047,4,976671316
38073,38073,260,1049,4,976671702
38074,38074,260,517,4,976671537
38079,38079,260,380,4,976670980
38080,38080,260,3740,4,976671410
38081,38081,260,2002,4,976671886
38084,38084,260,1205,5,976671537
38087,38087,260,70,4,976671579
38089,38089,260,1210,4,976671048
38093,38093,260,1215,5,976671266
38095,38095,260,1220,5,976670906
38096,38096,260,2028,5,976670824
38097,38097,260,3699,4,976669971
38102,38102,260,2105,4,976671506
38104,38104,260,2115,5,976671364
38105,38105,260,1240,4,976670824
38106,38106,260,1242,5,976670873
38107,38107,261,2987,4,976668540
38108,38108,261,1248,4,976667589
38109,38109,261,1179,4,976668701
38110,38110,261,648,4,976667311
38111,38111,261,2124,4,976669359
38117,38117,261,1252,5,976667500
38119,38119,261,3868,5,976669428
38120,38120,261,3869,4,976671585
38121,38121,261,1183,4,976670045
38122,38122,261,1257,4,976669359
38123,38123,261,1259,4,976668166
38125,38125,261,588,4,976668166
38126,38126,261,589,5,976667734
38129,38129,261,2203,4,976667424
38130,38130,261,3948,4,976670212
38131,38131,261,2064,4,976668047
38132,38132,261,802,4,976670868
38133,38133,261,1263,4,976667891
38134,38134,261,1190,4,976670028
38135,38135,261,2139,4,976668228
38136,38136,261,1265,5,976667984
38138,38138,261,1266,4,976667734
38139,38139,261,1193,5,976667532
38140,38140,261,1268,4,976668623
38141,38141,261,1196,5,976667479
38142,38142,261,590,5,976669675
38143,38143,261,1197,5,976667792
38145,38145,261,1198,5,976667479
38146,38146,261,1199,5,976667734
38147,38147,261,592,5,976669325
38148,38148,261,599,4,976668137
38149,38149,261,2140,4,976669626
38150,38150,261,1411,4,976668917
38151,38151,261,2141,4,976670741
38155,38155,261,1416,5,976671161
38157,38157,261,1278,4,976668166
38159,38159,261,2081,4,976669644
38161,38161,261,2085,4,976670341
38163,38163,261,1283,4,976668831
38164,38164,261,1358,4,976668090
38166,38166,261,3104,4,976668984
38168,38168,261,3105,4,976668623
38169,38169,261,3108,5,976669114
38172,38172,261,2166,4,976667311
38173,38173,261,1291,4,976668209
38176,38176,261,908,4,976667770
38181,38181,261,2174,5,976668623
38182,38182,261,1374,4,976668540
38184,38184,261,2321,4,976668917
38187,38187,261,2325,4,976672809
38188,38188,261,2328,4,976672119
38190,38190,261,2183,4,976669986
38191,38191,261,1381,4,976674397
38192,38192,261,923,5,976667877
38194,38194,261,924,5,976667602
38196,38196,261,1387,5,976667532
38199,38199,261,858,5,976667424
38201,38201,261,2406,5,976669373
38203,38203,261,2335,4,976672969
38207,38207,261,1394,5,976668004
38208,38208,261,1396,4,976668771
38209,38209,261,1610,5,976668209
38210,38210,261,3142,4,976668754
38213,38213,261,3147,5,976668289
38216,38216,261,1476,4,976670102
38218,38218,261,2420,4,976670235
38222,38222,261,2353,4,976669822
38223,38223,261,1625,5,976668879
38225,38225,261,1627,4,976671672
38226,38226,261,2359,4,976669186
38227,38227,261,1485,4,976670390
38228,38228,261,953,4,976668657
38230,38230,261,1704,5,976668389
38233,38233,261,1498,4,976672676
38238,38238,261,1719,4,976669142
38240,38240,261,1721,5,976667332
38244,38244,261,1653,5,976669307
38245,38245,261,110,4,976667833
38246,38246,261,111,4,976667877
38247,38247,261,2384,5,976669260
38248,38248,261,112,4,976670187
38252,38252,261,3260,4,976669169
38254,38254,261,3263,4,976670131
38256,38256,261,1732,5,976669612
38257,38257,261,2391,4,976667984
38259,38259,261,1594,4,976667589
38261,38261,261,999,4,976670961
38262,38262,261,3412,4,976671053
38263,38263,261,2542,4,976668245
38264,38264,261,3418,4,976669198
38265,38265,261,2616,5,976671387
38267,38267,261,3347,4,976669241
38268,38268,261,2474,4,976669822
38270,38270,261,1748,4,976668350
38271,38271,261,3424,5,976668350
38274,38274,261,1689,4,976671606
38276,38276,261,3504,4,976667550
38277,38277,261,3360,4,976668329
38278,38278,261,3361,4,976668187
38279,38279,261,3362,5,976668166
38280,38280,261,3363,4,976668350
38283,38283,261,3438,4,976670977
38287,38287,261,223,4,976668209
38288,38288,261,150,4,976667792
38289,38289,261,1694,4,976668166
38293,38293,261,1912,5,976667770
38297,38297,261,1916,4,976671606
38298,38298,261,300,5,976668917
38299,38299,261,3448,4,976669260
38302,38302,261,1777,4,976670723
38303,38303,261,165,4,976671447
38305,38305,261,3524,5,976670561
38306,38306,261,1921,4,976668984
38308,38308,261,2580,4,976667815
38310,38310,261,2583,4,976669582
38311,38311,261,3386,5,976668600
38314,38314,261,1784,4,976668350
38317,38317,261,318,5,976667454
38318,38318,261,248,4,976671363
38320,38320,261,3608,5,976668090
38323,38323,261,329,4,976671715
38325,38325,261,3471,5,976667734
38326,38326,261,1870,4,976670187
38327,38327,261,3476,5,976668187
38329,38329,261,10,4,976670540
38330,38330,261,260,5,976667454
38332,38332,261,14,4,976669325
38336,38336,261,17,5,976669114
38337,38337,261,18,4,976671875
38338,38338,261,198,5,976670150
38340,38340,261,3624,4,976669340
38341,38341,261,3551,4,976668109
38342,38342,261,2751,4,976672698
38343,38343,261,1952,5,976667589
38344,38344,261,2682,4,976668137
38345,38345,261,1953,4,976667770
38349,38349,261,21,4,976669582
38351,38351,261,3704,5,976670028
38355,38355,261,1961,4,976667694
38356,38356,261,1962,4,976668600
38357,38357,261,2692,4,976667877
38358,38358,261,1027,4,976672561
38360,38360,261,353,4,976669644
38361,38361,261,2699,4,976670761
38362,38362,261,281,5,976668600
38363,38363,261,32,5,976668389
38364,38364,261,356,4,976669408
38365,38365,261,34,5,976667954
38366,38366,261,36,4,976668329
38368,38368,261,288,5,976669914
38371,38371,261,2918,4,976668137
38373,38373,261,1036,5,976667633
38375,38375,261,509,5,976669142
38376,38376,261,47,5,976668137
38377,38377,261,3723,4,976669855
38379,38379,261,2858,5,976667654
38381,38381,261,515,5,976669386
38382,38382,261,3735,4,976667677
38383,38383,261,3809,4,976667332
38384,38384,261,3591,4,976670341
38387,38387,261,2791,5,976668371
38388,38388,261,2792,4,976671830
38390,38390,261,1127,5,976668600
38394,38394,261,1059,5,976670131
38395,38395,261,527,4,976667479
38398,38398,261,457,4,976667709
38399,38399,261,2000,4,976668329
38403,38403,261,1207,5,976667517
38405,38405,261,1208,5,976667517
38406,38406,261,2948,4,976668831
38407,38407,261,1136,5,976667877
38408,38408,261,608,5,976667694
38411,38411,261,70,4,976670761
38414,38414,261,2011,4,976669941
38415,38415,261,3751,5,976668187
38416,38416,261,2012,4,976670868
38418,38418,261,2952,4,976668734
38419,38419,261,1213,5,976667517
38421,38421,261,1217,4,976667908
38423,38423,261,1219,4,976667500
38424,38424,261,541,4,976667565
38427,38427,261,2022,5,976669476
38428,38428,261,1220,4,976667921
38430,38430,261,1221,5,976667500
38432,38432,261,1225,5,976667614
38433,38433,261,1227,4,976668228
38434,38434,261,1228,5,976667939
38435,38435,261,2968,4,976668623
38437,38437,261,551,4,976668019
38439,38439,261,480,5,976669612
38441,38441,261,1302,4,976668964
38444,38444,261,1307,4,976668166
38445,38445,261,1234,5,976667654
38446,38446,261,1235,4,976668209
38447,38447,261,1090,4,976667833
38451,38451,261,1094,4,976669072
38453,38453,261,1095,4,976668289
38454,38454,261,562,4,976668187
38456,38456,261,493,4,976670513
38457,38457,261,569,4,976668754
38458,38458,261,1243,5,976667908
38459,38459,261,1246,5,976668701
38460,38460,261,1247,5,976667848
38462,38462,262,3793,4,976660143
38463,38463,262,2054,4,976660671
38467,38467,262,1196,5,976660095
38468,38468,262,741,5,976660176
38471,38471,262,1356,4,976660314
38472,38472,262,3033,4,976660642
38474,38474,262,2232,5,976660462
38478,38478,262,2174,5,976660985
38479,38479,262,1372,4,976660462
38480,38480,262,1373,4,976660583
38483,38483,262,1376,4,976660240
38484,38484,262,1527,5,976660314
38485,38485,262,924,4,976660143
38487,38487,262,2193,4,976660985
38490,38490,262,3175,5,976660176
38491,38491,262,2528,5,976660501
38494,38494,262,1654,5,976661027
38498,38498,262,2393,4,976660347
38502,38502,262,1676,4,976660612
38503,38503,262,2628,4,976661028
38504,38504,262,1756,4,976659973
38507,38507,262,1909,4,976660370
38511,38511,262,2571,5,976660095
38513,38513,262,1920,4,976661117
38515,38515,262,316,4,976660431
38516,38516,262,317,4,976661054
38517,38517,262,172,4,976660758
38522,38522,262,1009,4,976661088
38523,38523,262,3479,5,976660985
38525,38525,262,1876,4,976660203
38526,38526,262,260,5,976660007
38531,38531,262,1967,4,976661027
38535,38535,262,1031,5,976660007
38539,38539,262,1126,4,976661117
38540,38540,262,1129,4,976660501
38545,38545,262,2872,4,976661054
38546,38546,262,2010,5,976660176
38549,38549,262,1210,4,976659973
38550,38550,262,3827,4,976660314
38552,38552,262,610,5,976660583
38553,38553,262,1073,5,976660985
38556,38556,262,2968,4,976660347
38557,38557,262,3698,4,976660395
38560,38560,262,2100,4,976661027
38561,38561,262,2105,5,976661088
38562,38562,262,1097,4,976660240
38569,38569,263,1259,5,976651530
38570,38570,263,1188,4,976652064
38571,38571,263,589,4,976652330
38572,38572,263,1,4,976651989
38574,38574,263,1265,4,976652006
38575,38575,263,733,5,976651555
38576,38576,263,1196,4,976651494
38577,38577,263,1197,5,976651530
38579,38579,263,1198,5,976651473
38580,38580,263,593,4,976651395
38581,38581,263,1270,4,976652192
38582,38582,263,1288,4,976651957
38583,38583,263,1500,4,976652239
